Product,Quantity,Sale Date,Customer,City,State,Unit Price,Total Value
law,6,2023-04-06,Sarah Maynard,South Michelle,UT,14.12,84.72
article,10,2023-12-02,Jennifer Williams,East Tonyview,MN,33.92,339.2
boy,3,2023-10-27,Madison Vaughn,East Scott,AK,72.74,218.22
very,2,2023-02-20,Jennifer Morrison,South Christiemouth,MP,35.51,71.02
because,2,2023-12-10,Darius Pham,East Jillianmouth,MN,13.17,26.34
nature,6,2023-06-25,Scott Hobbs,Colleenmouth,MO,25.96,155.76
first,7,2023-04-19,Tiffany Hawkins,East Erica,LA,65.41,457.87
play,2,2023-08-29,Angelica Hurst,Jennifermouth,IA,72.65,145.3
understand,9,2023-10-10,Eric Lawrence,East Anthonyfort,AZ,52.56,473.04
guy,1,2023-11-27,Renee Aguilar,Hernandezville,OH,64.46,64.46
war,3,2022-12-27,Joseph White,South Karenland,GU,78.2,234.6
would,1,2023-11-20,Kayla White,Johnburgh,OR,34.45,34.45
figure,3,2023-03-20,William Clark,East Virginiaville,IA,31.15,93.45
four,9,2023-05-26,Randy Solis,New Markborough,SD,57.41,516.69
may,6,2023-05-25,Diane Tyler,Thomasstad,DE,46.2,277.2
yes,3,2023-03-12,Elizabeth Goodwin,Kennedyburgh,NJ,94.17,282.51
TV,9,2023-12-02,Jamie Bowen,East Ariana,TN,82.82,745.38
popular,7,2023-09-05,Brittany Wagner,Tanyabury,IA,47.45,332.15
eye,6,2023-10-05,Lindsay Mcintyre,Alanborough,IA,87.76,526.56
because,10,2023-10-23,Jason Smith,Angelaberg,NV,55.58,555.8
determine,8,2023-09-10,Brianna Lara,Deborahbury,NV,58.5,468.0
against,5,2023-01-22,Cassandra Fuller,Rachelbury,OR,36.88,184.4
man,3,2023-05-13,Michael Cunningham,Atkinschester,CA,22.44,67.32
southern,6,2023-04-17,William Gonzalez,New Robert,PR,55.92,335.52
quickly,5,2023-01-28,Katie Torres,South Samanthamouth,SC,58.72,293.6
building,6,2023-11-29,Erika Becker,South Mark,NC,75.96,455.76
act,7,2023-08-08,Stephanie Flynn,Port Curtis,OK,96.81,677.67
work,6,2023-11-24,Jeffrey Snow,Kevinmouth,FM,80.88,485.28
health,10,2023-03-04,Jill Johnson,Albertton,LA,35.92,359.2
white,9,2023-10-03,David Delacruz,Denisechester,DC,21.6,194.4
process,10,2023-10-13,Donna Nguyen,Turnerberg,ND,91.94,919.4
decade,2,2023-09-01,Katherine Green,Bradleyburgh,ND,83.12,166.24
thank,7,2023-12-16,Jordan Carter,Gonzalezborough,NM,98.68,690.76
study,1,2023-05-25,Alexandra Foster,Jamiefurt,NV,22.25,22.25
those,1,2023-08-08,Angel Marshall,Michaelberg,CA,89.42,89.42
air,1,2023-10-15,Anita Delgado,West Lee,MS,24.03,24.03
reason,5,2023-02-12,Michael Barker,Websterborough,MT,43.53,217.65
question,4,2023-06-25,Joel Sullivan,West Marcia,VI,62.77,251.08
television,4,2023-04-20,Dennis Robinson,Brockville,ID,16.55,66.2
stuff,4,2023-08-11,Daniel Parker MD,Lake Erinview,MN,21.8,87.2
within,2,2023-10-25,Larry Ward,New Jennifer,CO,81.94,163.88
four,6,2023-05-18,Marcus Krause,West Vincentstad,MA,16.23,97.38
bit,1,2023-03-26,Patricia Harrison,West Douglasmouth,AL,39.16,39.16
because,8,2023-03-21,Dawn Mcdowell,Port Craig,OK,13.04,104.32
front,4,2023-08-11,Eric Blackwell,West Matthew,GA,67.01,268.04
economic,7,2023-06-05,Michael Nelson,Benjaminmouth,ME,60.0,420.0
sure,3,2023-09-19,Catherine Crawford,East Audreyborough,NE,71.38,214.14
on,5,2023-12-02,Ronald Turner,Lake Sarahbury,GU,37.29,186.45
water,9,2023-07-28,Alice Hernandez,Maldonadoville,MS,57.23,515.07
physical,7,2023-04-26,Jimmy Torres,New Steven,NY,44.72,313.04
plant,10,2023-08-22,Lisa Jones,Leslieville,MO,99.56,995.6
land,8,2023-03-09,Andrew Lee,Port Bradley,MH,22.97,183.76
view,4,2023-01-20,Robin Campbell,North Jane,KY,48.08,192.32
kind,8,2023-09-04,Richard Mathis,North Amyville,NJ,74.74,597.92
song,5,2023-03-31,Brian Moyer,North Ashleyberg,HI,67.88,339.4
student,3,2023-03-16,Marc Jenkins,West Maryborough,ND,77.22,231.66
modern,3,2023-06-03,Tiffany Flowers,North Lindaberg,AL,42.97,128.91
night,9,2023-09-04,Kristen Vega,West Kenneth,PA,98.63,887.67
pay,3,2023-11-29,Robin George,Andrewside,OR,92.73,278.19
table,5,2023-09-27,Kristina Mckee,Angelaburgh,DC,28.82,144.1
question,2,2023-01-02,Marissa Mcgrath,Richardburgh,CO,57.32,114.64
although,3,2023-03-30,Zachary Wells,Andrewside,PA,73.68,221.04
value,2,2023-07-03,David Carpenter,Parkerview,WV,76.33,152.66
situation,4,2023-04-22,Aaron Hughes,Brownfurt,WY,85.27,341.08
popular,3,2023-08-06,Larry Espinoza,Johnsstad,PA,28.02,84.06
government,3,2023-11-13,Latoya Pearson,Port Annamouth,MS,89.08,267.24
such,1,2023-12-08,Shannon Evans,Gordonport,WI,66.42,66.42
poor,10,2023-04-17,Allison Kidd,Port Jacob,VT,18.33,183.3
audience,7,2023-01-23,Ricardo Davis,North Juliestad,MS,76.45,535.15
tonight,2,2023-08-07,William Dyer,North Amy,VA,56.76,113.52
perhaps,7,2023-06-18,Lauren Taylor,North Jillian,NV,33.62,235.34
light,3,2023-04-22,Michael Mendez,East Clifford,HI,28.36,85.08
have,9,2023-01-08,Aaron Edwards,Robertland,MO,51.69,465.21
state,1,2023-01-01,Jason Ayala,Nguyenstad,HI,57.93,57.93
professional,8,2023-09-21,Lacey Cole,Warrenmouth,KS,46.36,370.88
better,2,2023-10-28,Joseph Gomez,Josehaven,UT,69.86,139.72
perform,3,2023-07-08,Lori Lucas,Faulknerburgh,AK,80.82,242.46
visit,6,2023-08-02,John Roberts,East Jenniferton,WI,53.21,319.26
night,6,2023-07-01,Jessica Thompson,West Brianshire,NM,33.43,200.58
property,6,2023-12-23,Mallory Davis,Tylerberg,UT,60.58,363.48
woman,5,2023-12-11,Stacy Brown,New Todd,MP,53.55,267.75
best,7,2023-03-19,Danielle Wiggins,Lake Andrewland,AL,23.93,167.51
theory,10,2023-12-19,Walter Simpson,Walkerborough,IN,94.79,947.9
society,6,2023-02-27,James Carpenter,West Sarahside,NH,22.82,136.92
gas,2,2023-04-18,Sara Williams,Heatherfurt,MH,55.98,111.96
authority,8,2023-04-29,Julie Mercer,Patriciaberg,AS,44.42,355.36
maintain,9,2023-05-05,Susan Smith,Kaylachester,MO,31.7,285.3
single,2,2023-03-21,Nicole Ali,Clarkchester,IL,45.32,90.64
win,9,2023-02-01,Derek Burnett,Emilychester,NH,88.21,793.89
front,8,2023-06-05,Michael Rodgers,Ryanborough,NE,96.43,771.44
fire,8,2023-11-13,Steve Strong,Jenniferchester,ND,25.8,206.4
property,8,2023-05-09,Tyler Taylor,Lauraville,ID,71.87,574.96
physical,4,2023-10-02,Lindsay Hendricks,Robertport,FM,49.86,199.44
loss,4,2023-03-12,Madeline Bishop,Petersview,ND,93.32,373.28
stage,10,2023-11-11,Jordan Ortega,South Kimberly,ME,97.0,970.0
person,1,2023-08-05,Aimee Knight,Port Danielberg,RI,39.32,39.32
military,3,2023-06-04,Todd Taylor,Phillipstown,OR,23.97,71.91
right,10,2023-01-09,Jillian Preston,Port Jay,KY,91.87,918.7
sure,4,2023-04-26,Mr. Seth Burton,Mezaberg,KS,76.69,306.76
take,3,2023-05-25,Stephanie Edwards,East Bridgetchester,NM,95.98,287.94
receive,7,2023-10-14,Hannah Jones,Mitchellhaven,SC,81.95,573.65
follow,10,2023-02-03,Brett Miller,Lake Patrick,ID,16.78,167.8
expect,5,2023-01-18,Dylan Campbell,South Gina,OK,31.26,156.3
year,9,2023-11-20,Christian Gonzalez,New Benjamin,HI,22.95,206.55
himself,3,2023-09-30,Ashley Wilcox,Robersonland,AZ,39.26,117.78
series,6,2023-04-11,Christopher Patel,Penaberg,FL,73.22,439.32
man,4,2023-10-25,Eric Walton,Port Kenneth,MD,81.04,324.16
service,9,2023-04-21,Dr. Theresa Lucas,Donnabury,NE,28.29,254.61
sing,9,2023-09-22,Zachary Tran,Tristanstad,AS,94.57,851.13
series,5,2023-09-08,Jessica Lowe,Collinston,WV,47.61,238.05
too,8,2023-01-16,Dana Alvarez,New Jodi,WY,75.23,601.84
amount,8,2023-09-08,Melissa Friedman,Pearsonchester,PW,76.34,610.72
move,8,2023-01-24,Nathaniel Gomez,Annahaven,SD,29.7,237.6
catch,7,2023-11-29,Samantha Holmes,Marymouth,MA,36.09,252.63
discussion,1,2023-07-09,Michael Welch,New William,LA,61.39,61.39
quality,5,2023-07-12,Mariah Weiss,Hartstad,CA,87.89,439.45
either,10,2023-09-08,Tiffany Hudson,East Harryberg,WY,82.97,829.7
political,8,2023-09-24,Corey Norris,Blackborough,KY,65.01,520.08
beyond,2,2023-02-19,Robert Sutton,South Andrewmouth,CA,26.24,52.48
executive,8,2023-06-07,Mrs. Melanie Gonzalez DDS,New Williamhaven,SC,64.32,514.56
boy,10,2023-04-02,Donna Hurley,South Joshuabury,CA,49.49,494.9
executive,3,2023-11-13,Mark Luna,Brettville,VI,61.39,184.17
fast,8,2023-04-25,Christopher Miller,Port Brooke,PW,16.29,130.32
worry,1,2023-07-29,Grace Jenkins,New Jasonfurt,TX,39.8,39.8
two,10,2023-11-14,Jacob Christian,Stevenland,AK,52.17,521.7
wait,9,2023-10-07,Amy Fuller DVM,Lake Thomas,AS,91.96,827.64
poor,2,2023-10-21,Ryan White,South Randy,PR,29.28,58.56
smile,6,2023-06-19,Melinda Gutierrez,North Oliviastad,GU,22.44,134.64
when,9,2023-11-21,Mrs. Jessica Scott,Gonzalesberg,MH,95.12,856.08
knowledge,9,2023-06-16,Stephanie Gonzales,North Christine,IA,31.87,286.83
lawyer,3,2023-12-06,Mariah Peterson,Hunterchester,MN,12.53,37.59
human,2,2023-07-21,Scott Flores,Evansfort,FM,22.12,44.24
gun,6,2023-04-19,John Gross,Kelseyburgh,DE,45.74,274.44
leader,1,2023-08-17,Sherry Summers,Stantonfurt,AR,59.32,59.32
serve,3,2023-08-04,Miguel Miller,Duncanstad,MT,13.39,40.17
resource,1,2023-12-06,Debbie Castillo,Kimland,WV,33.88,33.88
the,9,2023-06-16,Rebecca Allen,Lisaburgh,FL,54.01,486.09
interesting,8,2023-06-27,Valerie Tanner,New David,PR,56.68,453.44
shoulder,9,2023-12-03,Adrienne Barnett,Mannfort,AZ,87.73,789.57
talk,8,2023-03-05,Cheyenne Brown,Port Garymouth,IA,41.44,331.52
buy,4,2023-06-02,Olivia Gordon,New Travischester,CO,72.4,289.6
wonder,6,2023-08-16,Lisa Cortez,East Edwin,RI,70.06,420.36
use,6,2023-11-29,Johnathan Martinez,Lake Taraburgh,DC,26.62,159.72
thousand,9,2023-01-08,Alexis Mata,East Matthewfurt,AZ,45.49,409.41
drive,1,2023-02-10,Monique Diaz,Jamesland,AZ,81.88,81.88
say,1,2023-12-03,Courtney Stephens,Daughertyfort,WA,28.18,28.18
treatment,5,2023-02-15,Daisy Alvarez,West Walterside,WY,98.02,490.1
discover,4,2023-09-06,Tyler Fleming,Robertsport,KS,93.03,372.12
national,2,2023-08-19,Gabriela Maldonado,Jessicahaven,AS,83.32,166.64
option,10,2022-12-29,Kristin Love,Jimside,GA,38.87,388.7
civil,8,2023-12-05,Steven Adams,Ricebury,MN,15.98,127.84
education,3,2023-09-06,Blake Owens,South Jamesstad,PR,95.87,287.61
clear,10,2023-01-07,Mallory Chaney,Aaronland,ND,90.87,908.7
of,2,2023-10-15,Christy Miller,East Michelle,AK,12.06,24.12
listen,3,2023-06-01,Patrick Richard,Pearsonborough,NM,67.86,203.58
eight,3,2023-02-02,Allison May,South Michaelshire,OH,80.13,240.39
structure,10,2023-06-28,Nicholas Watts,New Angelica,AL,77.44,774.4
let,1,2023-08-12,Bryan Cortez,Jonesshire,MH,18.32,18.32
east,4,2023-04-23,James Davis,Port Briantown,NM,53.02,212.08
question,9,2023-12-05,Kelly Hampton,Mariatown,CT,27.36,246.24
drop,10,2023-10-02,Anthony Henry,South Taylorport,OH,84.09,840.9
culture,1,2023-10-01,Tammie Wagner,New Erika,MO,61.89,61.89
same,8,2023-10-30,Austin Tyler,North Timothyview,CO,17.44,139.52
however,10,2023-10-10,Jacqueline Thornton,Olsenfurt,MN,54.99,549.9
western,10,2023-05-20,Teresa Ware,Lake Juliahaven,MS,97.07,970.7
suggest,3,2023-08-09,Karen Estes,Port Angelaburgh,MH,45.8,137.4
join,3,2023-10-05,Jessica Walters,Chasemouth,CT,75.86,227.58
would,2,2023-07-13,Michelle Grant,Murrayland,MN,28.65,57.3
information,2,2023-09-07,Stanley Vega,South Kayla,NV,88.01,176.02
American,8,2023-11-11,Jessica Liu PhD,East Kylefurt,WA,46.91,375.28
capital,3,2023-07-25,Brian Benitez,New Jeffreytown,ME,14.82,44.46
either,10,2023-12-17,Melissa Johnson,East Melanie,HI,79.42,794.2
treatment,2,2023-09-23,Chad Ortiz,West Sharon,MS,20.43,40.86
decision,7,2023-02-01,Melissa Smith,Linmouth,CO,46.24,323.68
fire,3,2023-12-11,Brenda Pacheco,Curtismouth,MO,92.2,276.6
as,1,2023-07-31,Paul Hunt,Port Tracyborough,TX,20.89,20.89
choice,1,2023-07-04,Stacy Boyd,Mccormickview,HI,50.18,50.18
if,6,2023-09-02,David Mclean,Brianberg,NV,69.55,417.3
act,9,2023-06-29,David Calhoun,New Matthewborough,NH,78.4,705.6
perform,4,2023-02-13,Amy Thomas,Bennettchester,NM,27.82,111.28
picture,10,2023-10-31,Tanya Griffin,Ashleyside,FL,77.21,772.1
face,4,2023-10-13,Gary Ford,North Christopher,NV,13.33,53.32
great,10,2023-06-12,Sierra Alexander,Martinborough,MP,27.32,273.2
course,7,2023-03-01,Elaine Jones,Melissamouth,FM,40.36,282.52
turn,9,2023-05-15,Beth Mays,Maynardberg,GU,11.21,100.89
real,3,2023-04-04,Brooke Porter,Kaiserville,MD,50.98,152.94
miss,5,2023-06-24,Emily Ray,Seanview,PW,79.9,399.5
store,2,2023-02-04,Ryan Moore,East Jeffrey,TX,23.47,46.94
soon,5,2023-11-01,Bethany Church,East Troy,IL,25.85,129.25
newspaper,2,2023-03-05,Deborah Love,New Adrian,MO,35.6,71.2
just,9,2023-08-17,Katherine Colon,East Rachelburgh,OK,71.47,643.23
structure,9,2023-01-25,Helen Hall,North Mark,ND,22.66,203.94
section,6,2023-02-22,Megan Stanley,West Emily,AL,87.39,524.34
they,10,2023-10-02,Edward Tucker,Griffinchester,MO,69.84,698.4
safe,3,2023-05-05,Kelly Welch,South Keithhaven,RI,23.51,70.53
old,5,2023-08-05,Kevin Gibson,East Candace,ME,43.8,219.0
American,1,2023-08-25,Alyssa Butler,Reedmouth,MI,85.6,85.6
west,10,2023-08-15,Stephen Gross,North William,OH,27.43,274.3
far,6,2023-04-28,Deborah Stevenson,Shaneview,PA,99.51,597.06
visit,6,2023-03-02,Nicholas Moreno,Royshire,CT,74.94,449.64
different,2,2023-12-15,Jennifer Rush,North Roberta,KS,82.94,165.88
lose,1,2023-01-01,Gary Kelley,Williamsburgh,SC,82.48,82.48
grow,4,2023-07-29,Jacqueline Rhodes,Davisfort,RI,74.41,297.64
technology,10,2023-02-05,Christopher Irwin,Stevensfurt,RI,63.66,636.6
might,3,2023-10-12,Douglas Brewer,North Sara,FM,80.13,240.39
account,10,2023-06-29,Alexander Johnson,Port Kaitlyn,VT,54.69,546.9
coach,1,2023-02-01,Joanna Robinson,West Rachel,MP,79.87,79.87
star,4,2023-11-11,Sandra Smith,Forbesmouth,CA,97.2,388.8
PM,2,2023-03-19,David Hunt,North Jacob,FM,22.77,45.54
dinner,4,2023-06-08,Pamela Peck,Olivershire,IL,48.15,192.6
mind,6,2023-03-13,Sarah Wood,Rodriguezfurt,MH,59.47,356.82
ask,9,2023-11-08,Alexander Barrett MD,North Alexisshire,VI,43.0,387.0
I,5,2023-11-23,Bailey Foster,Bellview,ID,78.63,393.15
country,3,2023-10-10,Marvin Smith,Sherryview,MA,29.08,87.24
make,1,2023-07-29,Sean Burns,Lake Jennifermouth,OK,33.34,33.34
brother,2,2023-09-09,Melinda Barnes,East Jennifer,DC,89.93,179.86
break,3,2023-07-20,Cameron Smith,Duncanton,FM,12.31,36.93
dog,8,2023-09-26,Anita Dalton,Hicksborough,AK,93.72,749.76
hold,7,2023-11-16,Meagan Williams,Steventown,NC,21.08,147.56
one,10,2023-10-15,Robert Duran,Anthonychester,WV,24.58,245.8
spring,4,2023-07-18,Jonathan Wagner,Lake Jacqueline,ND,60.18,240.72
state,5,2023-03-16,Joseph Schroeder,Thomasburgh,DE,15.43,77.15
and,10,2023-01-19,Gina Graham,Nathanielhaven,MP,65.75,657.5
lot,8,2023-12-10,Nicholas Greer,North Rachelview,NE,74.7,597.6
similar,2,2023-08-28,Timothy Peterson,Port Patricia,CT,48.81,97.62
into,10,2023-10-17,Gabriella Roberson,Amandahaven,IN,12.01,120.1
light,4,2023-01-26,Ebony Barrett,South Michael,MT,21.7,86.8
sound,5,2023-02-07,Paul Henderson,West Linda,MI,57.79,288.95
strong,2,2023-06-06,Nathan Delgado,Johnsonberg,KY,40.82,81.64
front,5,2023-12-21,Lauren Black,Alishamouth,MP,95.76,478.8
sit,3,2023-01-07,James Davis,Davidside,TX,84.5,253.5
marriage,1,2023-09-12,Kenneth Rivers,Moorechester,VT,29.97,29.97
so,5,2023-01-26,Donald Gibson,Kylestad,VT,12.91,64.55
money,1,2022-12-27,John Davis,Ernestbury,MS,21.22,21.22
would,10,2023-05-05,Cameron Schmidt,Brendaville,WI,42.69,426.9
reflect,7,2023-06-18,Susan Miller,Andrewmouth,AK,96.09,672.63
or,10,2023-06-20,Brianna Taylor,Wrighttown,NY,92.28,922.8
executive,8,2023-10-03,Dr. Dustin West,Adamsmouth,VA,43.17,345.36
serve,5,2023-08-29,Kenneth Turner,New Stephen,VT,66.06,330.3
process,6,2023-02-18,John Rose,West Lisaview,NV,49.85,299.1
media,6,2023-05-24,Elizabeth Whitney,Lake David,CA,43.48,260.88
read,7,2023-07-01,David Campbell MD,Smithchester,VT,85.92,601.44
yourself,4,2023-06-01,David Robles,Davisberg,UT,32.62,130.48
rule,2,2023-04-08,Laura Rodriguez,North Raymondchester,AR,22.32,44.64
technology,5,2023-01-16,Richard Woods,Port Steven,OH,51.56,257.8
able,1,2023-08-20,Katherine Burke,Barrettton,GU,19.95,19.95
answer,9,2023-11-16,Brandi Pace,Suzanneport,NH,15.35,138.15
statement,2,2023-03-28,Christine Grimes,Port Christineland,NM,81.75,163.5
identify,9,2023-11-07,Caitlin Kaiser,East Phillipshire,AS,21.04,189.36
final,4,2023-04-14,Tracy Fields,Brianfurt,NY,12.4,49.6
establish,7,2023-03-26,Monique Murray,Jacobhaven,FM,59.85,418.95
individual,2,2023-07-25,Kimberly Clark,Port Joel,NM,50.44,100.88
could,5,2023-02-20,Joshua Farrell,East Amber,PA,78.71,393.55
herself,2,2023-07-15,Taylor Hernandez,Port Luisfort,NE,54.01,108.02
base,7,2023-06-29,Deborah Phelps,Jeremyfort,ID,56.47,395.29
learn,9,2023-07-06,Lisa Johns,Mitchellfurt,VI,11.18,100.62
true,2,2023-09-03,Julian Smith,New Alyssa,CO,83.11,166.22
statement,6,2022-12-26,Scott Marshall,Charlesstad,IL,50.3,301.8
chance,3,2023-03-15,Jose Fisher,Ramseyville,ND,63.35,190.05
within,2,2023-03-23,Calvin May,North Danielleton,NV,97.68,195.36
beat,1,2023-02-05,Brian Wright,Lake Wendy,AL,51.71,51.71
whole,4,2023-11-28,Courtney Romero,Port Oliviaport,OK,55.75,223.0
dark,7,2023-07-16,Kayla Thomas,East Brett,TX,50.77,355.39
son,4,2023-05-04,Sandra Simpson,Fletcherstad,AR,14.85,59.4
before,4,2023-11-24,Elizabeth Price,Carterhaven,VA,39.89,159.56
there,1,2023-05-12,Stacy Stout,New Roberthaven,AL,83.17,83.17
coach,5,2023-10-05,Matthew Mcdonald,Perryhaven,ND,42.5,212.5
Congress,9,2023-04-22,Eric Jordan,West Kimberly,PW,95.85,862.65
place,8,2023-06-20,Tonya Young,Richardsonbury,FL,37.02,296.16
new,7,2023-05-01,Erica Hatfield,Thompsonberg,RI,25.75,180.25
idea,4,2023-12-08,Karen Savage,North Aaron,ND,12.23,48.92
either,10,2023-08-11,Benjamin Gardner,Port Brittanyville,IA,49.16,491.6
plan,6,2023-06-06,Kelly Taylor,East Brittanyfurt,UT,57.85,347.1
little,9,2023-12-13,Michelle White,Port Amandaport,MD,70.87,637.83
understand,8,2023-07-20,Ricky Brooks,Lake Victoriaville,SD,48.33,386.64
successful,7,2023-12-01,Mary Washington,West Pamelaland,MN,63.65,445.55
Mr,8,2023-10-14,Kathleen Cruz,Davidburgh,MI,12.67,101.36
so,2,2023-11-04,Lisa Johnson,Tranfort,KS,60.51,121.02
party,6,2023-10-06,Tina Cantrell,Hughesside,AK,27.91,167.46
animal,4,2023-01-28,John Adams,New Robertton,MS,64.63,258.52
source,3,2023-08-08,Mrs. Brenda Barnes,Lake Brianastad,KS,84.03,252.09
dinner,8,2023-03-22,Adam Williams,Lake Ninahaven,NV,92.98,743.84
word,7,2023-01-20,Misty Sellers,New Kyle,WA,90.07,630.49
eye,7,2023-04-10,Robert Larson,Mitchellport,DE,84.09,588.63
single,2,2023-09-28,Amber Johnson,Brittanyton,SD,41.79,83.58
share,2,2023-03-31,Patricia Olson,Davishaven,WV,57.22,114.44
decade,3,2023-01-22,Tanya Khan,Lake Donald,AZ,72.95,218.85
unit,8,2023-10-11,Daniel Rodriguez,East Kirktown,NV,11.71,93.68
film,1,2023-09-25,Larry Guerrero,North Dawn,AL,98.18,98.18
hospital,7,2023-09-22,Eric Watson,New Andrewbury,AL,47.33,331.31
talk,2,2023-07-25,Tony Walker,East Juliemouth,MD,37.95,75.9
writer,6,2023-11-23,Anna Walton,Zhangshire,MT,66.42,398.52
who,1,2023-03-13,Carl Maxwell,Simonburgh,LA,77.96,77.96
find,2,2023-08-12,Anne Edwards,South Jenniferville,WA,14.55,29.1
system,10,2023-06-29,Robert Hughes,South Kristinview,HI,53.71,537.1
right,8,2023-06-13,Darren Smith,New Benjamin,KY,21.19,169.52
others,5,2023-04-04,Tammy Lambert,Port Ryanborough,MH,13.36,66.8
scientist,5,2023-06-10,Michael Sullivan,Jonesville,RI,62.7,313.5
effort,9,2023-12-24,Eric Stephenson,New Deborah,OK,79.14,712.26
fish,9,2023-07-05,Tina Aguilar,Lake Coryborough,MS,16.12,145.08
become,10,2023-10-09,Kimberly Hall,New Mistystad,IA,78.16,781.6
industry,5,2023-06-20,Stephanie Hodges,Lake Kelly,TN,61.68,308.4
face,6,2023-01-30,Holly Schmitt,Lake Christopherland,CO,32.44,194.64
green,2,2023-02-07,Robin Taylor,Lake Kelly,IL,38.5,77.0
fly,3,2023-04-21,David Carlson,New Kylie,TX,13.81,41.43
course,10,2023-05-29,Mr. Zachary Stephens II,Georgebury,AL,64.8,648.0
possible,1,2023-04-23,Bradley Richardson,South David,ND,82.7,82.7
computer,5,2023-01-19,John Hernandez,Port Christianchester,PW,68.19,340.95
memory,10,2023-02-26,Danielle Cox,West Jennifershire,NV,83.95,839.5
above,7,2023-09-04,Keith Hunter,East Ashleyberg,FM,80.5,563.5
foreign,9,2023-07-13,Jessica Franklin,Lake Michaelshire,PA,99.07,891.63
investment,4,2023-10-22,Elizabeth Sharp,Kimberlymouth,TN,68.32,273.28
power,4,2023-05-11,Michael Chambers,Sotoshire,PA,51.69,206.76
indeed,8,2023-05-09,Laura Pierce,East Kimberly,OR,71.66,573.28
family,7,2023-11-04,Susan Franklin,Richardsonborough,MN,44.4,310.8
itself,9,2023-01-03,David Moore,Moorefort,FL,77.49,697.41
technology,2,2023-12-13,Brenda Sanchez,South Jesusburgh,OH,46.98,93.96
party,7,2023-04-01,Paul James,Flynnland,NC,95.99,671.93
such,3,2023-11-03,Michelle Wiggins,Wyattburgh,TN,29.47,88.41
sell,5,2023-03-18,Hayley Riley,Troymouth,CT,95.73,478.65
management,8,2023-09-15,Valerie Melton,Vanessaland,NJ,53.19,425.52
against,5,2023-03-18,Kyle Kemp,Lake Mary,VA,32.34,161.7
north,3,2023-07-29,Kim Moore,North Jennifer,GU,78.6,235.8
discover,7,2023-03-17,Brian Allen,South Jennifer,MN,26.47,185.29
rule,9,2023-07-11,Richard Armstrong,North Mistyshire,MO,70.28,632.52
economic,10,2023-04-03,Connie Turner,Simonton,TX,36.02,360.2
station,10,2023-04-05,Allison Torres,Williamsview,VI,92.08,920.8
have,10,2023-11-24,Gabriel Gonzalez,South Scottside,PW,50.15,501.5
move,1,2023-09-07,Melissa Atkinson,Coopermouth,AK,16.03,16.03
page,5,2023-01-21,Brian Bell,East Kellyburgh,MS,24.86,124.3
practice,7,2023-10-06,Emily Ruiz,Jefferyland,AL,86.33,604.31
technology,3,2023-02-15,Allison Lynn,Jeremyfort,OR,12.37,37.11
job,8,2023-03-21,Diana Williams,New Lee,IL,14.59,116.72
weight,8,2023-11-25,Robert Thompson,Kellyside,FM,83.78,670.24
over,9,2023-02-19,Johnny Kennedy,Port Alisonshire,DE,85.98,773.82
pass,2,2023-02-18,Cole Obrien,West Anthonyton,MA,18.01,36.02
control,1,2023-12-24,Nathan Goodman,Thomasmouth,AR,85.69,85.69
whole,1,2023-09-11,Janet Nelson,Debrafurt,VT,66.77,66.77
father,5,2023-11-23,Ashley Farrell,New Colinburgh,GA,18.56,92.8
pull,9,2023-12-23,Danielle Hess,West Tony,NM,94.93,854.37
public,2,2023-07-19,Christopher Washington,New Christopher,MO,31.17,62.34
whether,10,2022-12-27,Samantha Rodriguez,Parkerhaven,FM,61.44,614.4
able,10,2023-02-10,Thomas Liu,Carlbury,CO,55.4,554.0
